,member_1,member_2,member_3,member_4,member_5,member_6,member_7,member_8,member_9,member_10,member_11,member_12,member_13,member_14,member_15,member_16,member_17,member_18,member_19,member_20,member_21,member_22,member_23,member_24,member_25
2020-12-31 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01 05:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01 07:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01 08:00:00,0.349471386473093,0.025599528150061,0.3906699057138539,0.3906699057138539,0.349471386473093,0.349471386473093,0.034164172167108,0.019102011244956,0.349471386473093,0.3906699057138539,0.3906699057138539,0.349471386473093,0.349471386473093,0.3323900760793969,0.3323900760793969,0.019102011244956,0.15117584500154,0.15117584500154,0.349471386473093,0.019102011244956,0.3323900760793969,0.3906699057138539,0.277964572576299,0.019102011244956,0.3323900760793969
2021-01-01 09:00:00,0.593885192549912,0.003857881644927,0.496812890215132,0.496812890215132,0.593885192549912,0.593885192549912,0.6143093151579251,0.004978447385624,0.593885192549912,0.496812890215132,0.496812890215132,0.593885192549912,0.593885192549912,0.590861518511844,0.590861518511844,0.004978447385624,0.431581279901969,0.431581279901969,0.593885192549912,0.004978447385624,0.590861518511844,0.496812890215132,0.3670573463550589,0.004978447385624,0.590861518511844
2021-01-01 10:00:00,0.652102915865865,0.093624018763734,0.508374542237045,0.508374542237045,0.652102915865865,0.652102915865865,0.725226145307707,0.025744100876497,0.652102915865865,0.508374542237045,0.508374542237045,0.652102915865865,0.652102915865865,0.763632862920342,0.763632862920342,0.025744100876497,0.5846119833748149,0.5846119833748149,0.652102915865865,0.025744100876497,0.763632862920342,0.508374542237045,0.419690635645938,0.025744100876497,0.763632862920342
2021-01-01 11:00:00,0.626465271392495,0.033453254493746,0.479426197725549,0.479426197725549,0.626465271392495,0.626465271392495,0.775313258676572,0.0257767218215279,0.626465271392495,0.479426197725549,0.479426197725549,0.626465271392495,0.626465271392495,0.777998932627418,0.777998932627418,0.0257767218215279,0.678681907288073,0.678681907288073,0.626465271392495,0.0257767218215279,0.777998932627418,0.479426197725549,0.662153825477766,0.0257767218215279,0.777998932627418
2021-01-01 12:00:00,0.585489335838153,0.009075750734388,0.3650789030306429,0.3650789030306429,0.585489335838153,0.585489335838153,0.72451026161898,0.014832361422061,0.585489335838153,0.3650789030306429,0.3650789030306429,0.585489335838153,0.585489335838153,0.517664004829824,0.517664004829824,0.014832361422061,0.7258840958719399,0.7258840958719399,0.585489335838153,0.014832361422061,0.517664004829824,0.3650789030306429,0.446008888434702,0.014832361422061,0.517664004829824
2021-01-01 13:00:00,0.192187546805202,0.005383363163104,0.107281104617327,0.107281104617327,0.192187546805202,0.192187546805202,0.290229975021973,0.012423360647522,0.192187546805202,0.107281104617327,0.107281104617327,0.192187546805202,0.192187546805202,0.30486461198008,0.30486461198008,0.012423360647522,0.462164857953267,0.462164857953267,0.192187546805202,0.012423360647522,0.30486461198008,0.107281104617327,0.400782025800304,0.012423360647522,0.30486461198008
2021-01-01 14:00:00,0.015303838923363,0.0,0.0006091487924859,0.0006091487924859,0.015303838923363,0.015303838923363,0.000703691382861,0.0,0.015303838923363,0.0006091487924859,0.0006091487924859,0.015303838923363,0.015303838923363,0.015113693812601,0.015113693812601,0.0,0.002584928990605,0.002584928990605,0.015303838923363,0.0,0.015113693812601,0.0006091487924859,0.0093933773406719,0.0,0.015113693812601
2021-01-01 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01 17:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01 18:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01 19:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01 21:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-01 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-02 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-02 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
